District,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Lahul & Spiti,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,59446.06914909227,59446.06914909227,59446.06914909227,102890.95538528456,102065.00548897841,102890.95538528456,57983.1228751046,57699.84673340932,62022.00347505272
Mandi,149284.45439715422,138404.26746659304,156435.64963519314,153227.97648415124,198586.32797431442,153839.31448608727,234379.84074190617,237759.71552411513,240697.93131394105,239458.2601885928,294350.61402758135,305965.38457893743,368889.3484315996,316488.9184319268,306147.55617410364,378449.89966595476,355081.6124390587,382130.13593955693,371527.0677265006,372136.7722665497,378234.63063981425,376832.3376377385,439562.80327552673,478174.148703573,449333.84669900144,573309.6852067268,571670.517631,573770.153658899,509426.20049259,527465.1412984143,570080.7210047607
Shimla,101538.56242149456,102315.24340254441,105030.72277343499,153201.55616312497,161742.1748975141,158851.51977160288,202553.66975772846,246391.0811027923,243741.1913684775,223352.75899541887,529380.80585571,241171.52585744913,299653.15558158257,380724.9120661935,339980.63402671885,371353.46661956114,294937.4989753097,397744.01962889126,315365.1835661973,369574.0503670652,371967.4417887306,366288.14080826147,442171.59401473467,516058.7268375214,532717.8153975108,673951.6408109422,641414.2315224844,652210.7775475554,514075.08437855245,529228.538936249,582095.3080783732
Sirmaur,118357.09330564139,120393.72333000775,114098.90437641223,146123.93355918975,149729.3045799719,153257.1926693829,202424.98310283222,201465.88426470477,224268.3970471236,238498.56880060385,228783.07508347707,230114.9844926539,359588.6249378571,236571.02985972262,241679.60180864288,347335.4401689668,295888.749668856,369292.2899179182,287237.1440995767,343413.8965829735,347402.37256758346,309407.1959324823,373163.0294055781,387222.843877383,369391.86113508395,466266.279876793,465875.4321258194,518614.6890790008,390045.211344858,443005.08044948685,534853.8505741522
Solan,208637.5494202196,206918.0889566512,202731.8082303768,232404.903630879,245033.01556784663,245214.4740287961,341474.7641892668,341623.4438550014,381674.1212955198,369297.26016043586,375471.6554126004,368488.0698820255,409301.31296185445,389798.06113697175,412465.3090638919,468396.5629245145,451087.3326473192,505659.68554842734,457797.9385069005,459293.1296996957,580915.1643195322,531511.0364476875,429749.28528531524,430362.2534299623,480253.3609077973,529019.291731767,528896.1522184071,503952.83065751306,515870.01025876234,530947.8594756336,570339.0667458567
Una,171009.3971675419,169124.55018789056,137002.0872132127,202739.35689352718,215168.410464167,282825.7062118281,225354.20649049443,239526.86038204082,235712.27963171597,238944.42805069426,347185.0318127962,361896.8349308904,289738.11293330486,294563.84014936665,287281.00065854145,307466.477736711,289256.08776384365,313790.66400618845,299540.07940698625,319253.7918025204,372122.6296793961,369464.440582332,316613.4713739079,319005.3645767904,313797.5002554045,366070.32278628735,381636.377979768,369884.7211273446,371307.7448350035,375653.70079503604,404062.0353176317
Anantnag,54337.02783576172,61710.28688707156,54337.02783576172,60140.25823801403,60384.88631827778,63702.654049082594,59636.32849291567,58470.07252903705,63299.36128858407,62446.662250316665,60357.14442251282,160244.4555813586,83196.48833260355,108306.05216733273,88178.74320717355,138675.32426823766,105390.98213246529,92129.28281140044,102078.4507410892,121706.31126629742,205170.28411172944,152602.06004357303,304157.76870144106,304014.34410158405,315133.3598718737,437858.32996963564,416559.379073585,439570.3519386771,313907.49792956974,352931.09418598935,372914.6423322154
Badgam,69514.75706296379,78645.81342599618,82143.44216272367,89800.66438020246,89030.55015723826,98002.03705625048,101841.82195328496,91638.99957409264,101763.18528439476,103979.56769318879,102316.96400431787,102389.84603926017,114423.50157667887,124345.8550249897,141112.9878381676,162730.00236091818,128628.80723521153,164646.27213297036,161704.43158176227,157591.9576364827,206591.31795046493,203583.47706913357,233981.67147321775,315450.86281752074,245200.85826691543,349100.41661524185,313755.9826080775,352523.4663758697,286905.45407796995,316360.3293453548,352407.7938849575
Bandipore,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,58079.75039748541,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,56040.7122392856,58255.099082192166,60125.00153055168,61983.92487941597,58676.77335746402,59751.19892655651,87897.87449729671,92252.4022892284,113710.71263959992,99195.76759519456,199161.62086028652,202380.42596193208,234574.74260130207,392711.5872153945,386305.1710837858,394238.947465013,206871.49859203617,224253.29972082286,230891.00617310018
Baramulla,83202.87508037689,102386.23629688121,101771.1443323014,119273.05661252649,101759.82133757585,88224.7732470025,115364.15738385169,85367.9199022329,96721.18917883332,92121.5594988856,90530.63576822322,102002.75170803811,112686.16903376306,156808.24334602922,136998.31288163754,209912.99146550792,149315.88935849592,144264.12743815282,204587.06690742038,162197.12284682842,306276.87119758845,231336.9727365191,390001.8750420316,410137.33061258186,410650.5323506274,594347.1951011205,408170.98061818554,455405.68655330065,461549.4713656015,462278.48871544516,518710.8370092919
Doda,113798.51928190918,62737.99012175269,59557.255689254904,84324.1116934064,78614.2022555861,81851.93442212205,92282.59694182985,82746.13869989733,91580.51518333855,97834.45701131706,101984.49067271868,98348.58808563619,103998.43935106469,105380.56910750135,102772.82073307656,155598.49326304943,102311.46907096922,103917.80985315626,106863.20191541237,386729.52790166024,114436.1541900537,116076.41004828057,317325.1050893678,314908.45065377216,318876.7206324416,412538.53413379396,398764.8852656129,417577.56503880006,354887.00648858864,367026.6444515312,371241.0740129485
Ganderbal,54337.02783576172,54204.04374944294,54483.63018630757,54101.88545196418,54359.61781417905,62026.93881483859,64721.34799232132,61691.96199065011,60931.04752829187,59606.322255837375,57239.02859751065,73004.9290184861,113185.58876516942,92197.7744868365,91579.83601519588,103703.63852072594,91368.2448893123,90787.91014943003,101808.88764805322,102386.071707685,153782.339793402,120543.79237314711,241788.84066609386,247016.9916701374,231373.9781100674,296449.8495074272,348986.18164830573,553359.4784425114,232947.84689137797,356003.20736996847,369903.1447408074
Jammu,376935.547164415,382736.4944906474,367850.4359219612,412227.91215161426,417113.6251182268,574623.0857397012,457767.743854299,414586.8505649756,440897.930402673,436086.4644452738,527951.4944828623,467818.29452649783,516076.53707346116,554190.9352470752,554202.2582418007,543749.2929281121,516601.8996799102,562884.6290882898,573591.5616092983,572836.6558370518,640853.8629280429,584386.1708826144,935037.0047432939,764728.1793202519,820706.2990436293,834077.3972674754,950810.5153025758,943172.1079902798,946325.1185166423,979949.6343976716,954595.4361720622
Kargil,54337.02783576172,54337.02783576172,54337.02783576172,59628.77982976531,60896.81906823601,58415.3993084007,58602.674555511534,60125.00153055168,73356.50200496374,58559.56897262671,61294.992415626184,58232.048570671235,69098.81874131203,81403.29734642753,88641.43784005281,78988.82735093018,91705.0681253196,97887.21188965703,90694.96883730417,92353.70314043628,89306.54109594644,102577.82257044385,225032.796462388,361930.8039150671,223818.00217317863,1399915.660958791,1379837.618026553,1400878.1155104626,299683.350234184,373228.19123698445,415140.294028445
Kathua,202957.04340835326,300234.426224537,1725996.5009547563,230589.26957869556,244178.95761959106,242010.61508148463,243606.67580776988,242173.7662522156,228252.37556663796,230757.09955569924,236814.52658538776,234016.26138457688,285757.1062293891,300110.8640980569,295457.5345416862,405724.2507633863,287288.5493216918,305710.8966451627,351865.3132858272,352850.71684423974,394284.2394439152,372944.8369848169,530940.3108124832,520363.30752960005,505078.4833083044,568142.8191979646,571200.4999715599,586227.7358128441,693155.1314232213,570253.973770764,582630.6433095832
Kishtwar,103987.11635633915,101542.33675306973,102275.23549258332,92129.28281140044,91837.63465797064,99317.2937777681,103934.05158142438,101457.18432069274,102401.16903398572,98382.55706981283,94172.7275218821,87431.00621305655,91667.32480956776,92275.04827867949,89053.19614668937,92236.69886160562,80477.39915474715,83186.86633791662,106420.98700645195,92282.59694182985,91691.77537368618,91638.99957409264,241810.07923021715,234928.6212190026,350525.29547362495,944271.1707639551,931070.3831213582,958580.0128764352,444551.4962032672,457671.7041208834,288828.8330749911
Kulgam,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,52892.24540937073,54302.22292177386,54337.02783576172,58314.59272946399,52830.94874622036,54337.06838259489,58657.44010879781,61294.992415626184,69949.32837893498,65430.56796036256,91595.6125096393,98152.25905014826,100586.20856896463,79895.51066405459,78913.3060441033,106870.75057856273,98140.28209165903,232348.3511721151,258256.6371010324,234756.8012332575,361911.9322571911,369432.6556886633,392290.2820314937,259083.91368355718,228330.59460874004,230991.68336998913
Kupwara,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,90818.10480203149,54337.02783576172,58644.09420385908,52777.089107799984,54337.02783576172,57644.594023090205,60675.181051098254,109522.46039849652,60384.88631827778,87431.2946750825,88040.92061648988,63702.654049082594,84531.92540689677,91353.49889233227,102290.33281888405,102879.63239055901,289358.9670136408,295514.96960277524,313746.23348678683,469891.64027191326,409305.0872934296,461803.7493722585,353010.35514906823,365867.0587224425,378353.87409201515
Leh (Ladakh),68959.61376494245,68878.8705550935,59486.692314275606,78709.39486770889,82902.00708702441,81990.04796958543,78649.58775757137,83598.04959414752,89026.77582566308,91654.09690039337,92991.53864973506,101766.95961596993,103793.79334964619,101808.88764805322,101853.16864018737,117257.36780134494,124134.81457187957,125167.48369117826,144545.61188490555,144760.5958178641,137344.078201849,138325.04185305192,412419.2616155813,686415.0759852126,346521.97269540676,6295268.061965879,5734594.880804052,6043923.999379732,412047.82026938075,550979.5725272931,640279.8332248897
Poonch,57657.59627707501,60900.59339981119,73356.50200496374,69404.64210124903,85379.24289695844,60383.81675920592,112049.22087491945,132500.69651552397,81250.70391207367,101179.61923708666,84050.81479468751,68932.60632577246,78818.91175132332,102282.7841557337,91269.06817026214,125192.60343329493,98155.37941795976,102063.35341478845,150717.1856726221,145209.63007162022,204553.3176921994,166881.59986255385,298626.03212774964,289385.3873346671,304044.5387541855,373329.09999488614,367436.41655854747,368208.16177447117,352563.6919381651,372442.2278461045,375045.1559446047
Pulwama,58226.09297813021,59689.03876001813,59553.481357679724,73467.13005676844,78679.89636786135,84113.7160433232,93768.68029905295,78705.6205361337,91648.45315169184,91564.73868889513,144723.55436116975,92995.31298131024,101991.3669659405,124405.20648725661,105554.00447271315,149250.3233500534,134681.88059523804,145270.4883012441,140517.83995716352,151455.10570359882,195036.564159243,163087.26891166173,232484.16459395786,231710.9121172159,232620.7464960751,230774.470137498,245176.7307130443,236644.10155502812,240682.5263085191,356785.794768974,350017.0112688358
Rajouri,89310.31542752164,83439.97273858995,78687.44503101171,103883.84086897959,119593.93114916673,91712.61678846995,112205.95060903548,113825.46144521185,143911.02865187186,147194.94787834262,147253.81632447065,113028.74064188008,197216.62983167652,204423.57999717965,248182.43535508178,232057.51426141514,207391.48642452536,205723.93060441638,259758.48976321306,207036.73067368768,223855.7454889305,229900.0256163293,478136.40538782114,438205.1528842183,479069.25561946706,515407.2122261442,563690.8202483662,894403.8413134309,496662.0968519056,529575.1828954426,560997.093467327
Ramban,59455.037039739305,58563.343304201895,56386.00335670327,61695.7363222253,59529.99361936265,61936.19928020551,85371.69423380808,112962.96733132353,78660.91075229691,78617.97658716129,83443.74707016513,83386.35993784033,88038.57253674115,108298.50350418237,91702.95460338354,108203.08413706646,91012.60948851002,97883.43755808186,134401.0779469495,116570.31751185884,138028.7094921276,148644.23221522808,232012.22228251296,244829.63298936377,244317.57418424494,231448.24485323115,230263.4917684128,239477.1318464687,244352.1713803216,230480.98497456024,238478.4287702262
Reasi,115162.02497332696,118338.22164776549,122760.65991693891,144408.51273798977,149148.32043393402,112682.39470218787,147824.81130585185,144584.69997348107,145251.14771894724,158511.5093713984,145714.93937407082,143465.96066364102,152497.76500213775,205098.0627146867,166153.40294318224,202985.34092535987,166416.21207764416,192344.69716013875,195040.33849081816,163020.27377742494,251970.83069049357,295381.14607700676,351764.27226278296,348023.31928182975,352741.26122855936,410001.4570033359,412025.17427992966,413819.267275838,370216.8623059607,409659.1304585347,412292.5087324535
Samba,206674.35324511895,239042.47486034143,197231.72715797726,194104.21838010507,300245.74921926257,260967.75633211862,231775.97416992157,224413.07948277728,229550.66654557225,239441.70862498262,274390.87396641815,239129.36180591243,241652.246593706,340876.59936985286,240648.86500346367,342574.67070898757,407711.7929404296,296430.9778495513,295065.5758082478,306147.55617410364,352045.6566928551,315364.4770061034,375679.24364923546,374897.95701317256,369346.3264709132,382216.2732740627,384407.31784332247,394193.6554861108,395758.4042908522,412655.61690351233,451488.96643212956
